file,entry_id,event_name,map_name,scene_type,speaker_clean,speaker_raw,original_jp,vietnamese
CommonEvents,452,メインストーリー25-1,メインストーリー,Story_Main,,,今、僕の背中を押しているものが確かにある。,Thật là xấu hổ quá đi...
CommonEvents,452,メインストーリー25-1,メインストーリー,Story_Main,,,彼女がどんな人で、何を望んでいるかなんて僕はもう知っている。,Giờ em thành ra thế này rồi anh thấy hài lòng chưa...
CommonEvents,452,メインストーリー25-1,メインストーリー,Story_Main,,,彼女と過ごした時間こそが、答えなんだ。,Xin lỗi em...
CommonEvents,452,メインストーリー25-1,メインストーリー,Story_Main,セラ,\C[4]セラ,どうして……入ってきてしまうんですか。,Nhưng mà tôi không thể trôi qua như thế được.
CommonEvents,452,メインストーリー25-1,メインストーリー,Story_Main,,\N[1],すみません。,Thấy Sera khóc như thế này tôi không thể nào cứ thế đi về được.
CommonEvents,452,メインストーリー25-1,メインストーリー,Story_Main,セラ,\C[4]セラ,"ぐす……っ。
見ないでください……こんなみっともない姿……。",...
CommonEvents,452,メインストーリー25-1,メインストーリー,Story_Main,,\N[1],やっぱりセラさんも、寂しかったんですね。,Nước mắt em rơi... Làm tim tôi đau nhói lắm.
CommonEvents,452,メインストーリー25-1,メインストーリー,Story_Main,セラ,\C[4]セラ,"当たり前です。
あなたと離れ離れになるのがつらくないわけありません。",Tại sao em lại buồn đến thế chứ?
CommonEvents,452,メインストーリー25-1,メインストーリー,Story_Main,セラ,\C[4]セラ,"……別れを惜しむ姿なんて、
あなたに見せたくなかったのに……。",Em tưởng em giấu được sao...
CommonEvents,452,メインストーリー25-1,メインストーリー,Story_Main,セラ,\C[4]セラ,私の涙であなたの胸を痛ませたくなかったのに……っ。,Em đâu muốn nước mắt mình làm đau lòng anh đâu chứ...!
CommonEvents,452,メインストーリー25-1,メインストーリー,Story_Main,セラ,\C[4]セラ,なのに、涙が溢れて止まらないんです。,Thế mà nước mắt cứ trào ra không tài nào cầm lại được.
CommonEvents,452,メインストーリー25-1,メインストーリー,Story_Main,セラ,\C[4]セラ,"考えてみれば当たり前ですよね。
だって私がこの街へ来たのも、ナースになったのも、","Nghĩ lại thì cũng phải thôi. Bởi vì việc em đến thành phố này, làm y tá ở phòng khám này,"
CommonEvents,452,メインストーリー25-1,メインストーリー,Story_Main,セラ,\C[4]セラ,全部、あなたにお会いするためだったんですから。,Tất cả... Đều là vì muốn được gặp anh mà thôi.
CommonEvents,452,メインストーリー25-1,メインストーリー,Story_Main,,\N[1],"……セラさん、本当のことを教えてください。
どうして急に治療を終わらせようとするんですか？","...Sera ơi, hãy nói cho tôi biết sự thật đi. Tại sao đột nhiên em lại muốn kết thúc trị liệu?"
CommonEvents,452,メインストーリー25-1,メインストーリー,Story_Main,セラ,\C[4]セラ,言いたくありません……。,Em không muốn nói đâu...
CommonEvents,452,メインストーリー25-1,メインストーリー,Story_Main,,\N[1],"お願いします。
例えどんな事情があっても、僕はセラさんの味方ですから。",Tôi xin em đấy. Dù có bất cứ chuyện gì xảy ra tôi vẫn luôn đứng về phía Sera mà.
CommonEvents,452,メインストーリー25-1,メインストーリー,Story_Main,セラ,\C[4]セラ,……。,...
CommonEvents,452,メインストーリー25-1,メインストーリー,Story_Main,セラ,\C[4]セラ,そんな風に、見つめないでください……。,Anh đừng có nhìn em bằng ánh mắt đó nữa...
CommonEvents,452,メインストーリー25-1,メインストーリー,Story_Main,セラ,\C[4]セラ,……はぁ……。,...Hà...
CommonEvents,452,メインストーリー25-1,メインストーリー,Story_Main,セラ,\C[4]セラ,……私は……。,...Em...
CommonEvents,452,メインストーリー25-1,メインストーリー,Story_Main,セラ,\C[4]セラ,私は……。,Em...
CommonEvents,452,メインストーリー25-1,メインストーリー,Story_Main,セラ,\C[4]セラ,怖いんです。,Em sợ lắm.
CommonEvents,452,メインストーリー25-1,メインストーリー,Story_Main,セラ,\C[4]セラ,あなたの気持ちが離れてしまうことが。,Sợ rằng một ngày nào đó tình cảm của anh sẽ rời xa em.
CommonEvents,452,メインストーリー25-1,メインストーリー,Story_Main,,\N[1],え……？,Hả...?
CommonEvents,452,メインストーリー25-1,メインストーリー,Story_Main,セラ,\C[4]セラ,"私は所詮ただのナースで、
恋人にも、家族にもなれません。","Rốt cuộc em cũng chỉ là một y tá, không thể trở thành người yêu, cũng chẳng thể trở thành gia đình của anh."
CommonEvents,452,メインストーリー25-1,メインストーリー,Story_Main,セラ,\C[4]セラ,"どれだけあなたのことが好きであろうと、
治療以上のことは何もできない……。",Dù em có thích anh đến nhường nào đi nữa thì ngoài việc trị liệu em chẳng thể làm gì thêm cho anh...
CommonEvents,452,メインストーリー25-1,メインストーリー,Story_Main,セラ,\C[4]セラ,"私はあなたに、人並みの幸せさえ
もたらすことができないんです。",Em không thể mang lại cho anh dù chỉ là một hạnh phúc bình dị như bao người khác.
CommonEvents,452,メインストーリー25-1,メインストーリー,Story_Main,セラ,\C[4]セラ,"いずれあなたは、人間同士で愛を育む方が
ずっと幸せだと気付いてしまうかもしれない。",Rồi sẽ đến một ngày anh nhận ra rằng nuôi dưỡng tình yêu với một người phụ nữ con người sẽ hạnh phúc hơn nhiều.
CommonEvents,452,メインストーリー25-1,メインストーリー,Story_Main,セラ,\C[4]セラ,その時に私は……自分を保てる自信がありません。,Đến lúc đó... Em không tự tin mình có thể giữ được sự bình tĩnh nữa.
CommonEvents,452,メインストーリー25-1,メインストーリー,Story_Main,セラ,\C[4]セラ,"世界を恨んで、何もかも
壊したくなってしまうかもしれない……。","Có thể em sẽ oán hận thế giới này, rồi muốn phá hủy tất cả mọi thứ mất..."
CommonEvents,452,メインストーリー25-1,メインストーリー,Story_Main,,\N[1],……。,...
CommonEvents,452,メインストーリー25-1,メインストーリー,Story_Main,セラ,\C[4]セラ,"最初はただ、あなたに私のことを
知ってもらえればそれで良かったのに。",Ban đầu em chỉ nghĩ đơn giản là anh biết đến sự tồn tại của em thôi là đủ rồi.
CommonEvents,452,メインストーリー25-1,メインストーリー,Story_Main,セラ,\C[4]セラ,もっと早く治療を終えて、姿を消したかったのに……っ。,Em đã muốn nhanh chóng hoàn thành trị liệu rồi biến mất thật sớm rồi chứ...!
CommonEvents,452,メインストーリー25-1,メインストーリー,Story_Main,セラ,\C[4]セラ,"あなたのことを好きになりすぎて、
離れたくなくなってしまったではないですか……っ！","Thế mà em lại lỡ yêu anh quá nhiều, đến mức không thể nào rời xa anh được nữa rồi...!"
CommonEvents,452,メインストーリー25-1,メインストーリー,Story_Main,セラ,\C[4]セラ,"……あなたに重荷を負わせるのは
私の本意ではありません。",...Em không hề muốn chất lên vai anh gánh nặng này chút nào.
CommonEvents,452,メインストーリー25-1,メインストーリー,Story_Main,セラ,\C[4]セラ,だから、もう、終わりにしませんか……？,Vì thế... Chúng ta chấm dứt ở đây thôi được không anh...?
CommonEvents,452,メインストーリー25-1,メインストーリー,Story_Main,,\N[1],……。,...
CommonEvents,452,メインストーリー25-1,メインストーリー,Story_Main,,\N[1],嫌です。,Không đời nào.
CommonEvents,452,メインストーリー25-1,メインストーリー,Story_Main,セラ,\C[4]セラ,えっ……！？,Éc...!?
CommonEvents,452,メインストーリー25-1,メインストーリー,Story_Main,セラ,\C[4]セラ,あっ……。,Á...
CommonEvents,452,メインストーリー25-1,メインストーリー,Story_Main,,\N[1],"それはセラさんが僕を疑っているから
そう思うだけです。",Đó chỉ là do Sera đang nghi ngờ tôi nên mới nghĩ như thế thôi.
CommonEvents,452,メインストーリー25-1,メインストーリー,Story_Main,,\N[1],"僕は、ずっと一途に一人だけのことを
思い続けた人のことを知っています。",Tôi biết có những người cả đời chỉ một lòng một dạ hướng về một người duy nhất.
CommonEvents,452,メインストーリー25-1,メインストーリー,Story_Main,,\N[1],"だから、誰か一人を大切にし続けることは
不可能じゃないと知っています。",Nên tôi biết việc trân trọng duy nhất một người mãi mãi là điều hoàn toàn có thể.
CommonEvents,452,メインストーリー25-1,メインストーリー,Story_Main,,\N[1],"セラさんが僕の専属ナースでいてくれる限り、
僕はあなただけの患者でい続けると誓います。","Chỉ cần Sera tiếp tục làm y tá riêng của tôi, tôi thề tôi sẽ mãi mãi chỉ làm bệnh nhân của một mình em!"
CommonEvents,452,メインストーリー25-1,メインストーリー,Story_Main,,\N[1],"僕は、少し時間がかかってしまいましたが
あなたを信じました。",Dù mất chút thời gian nhưng rốt cuộc tôi đã tin tưởng em.
CommonEvents,452,メインストーリー25-1,メインストーリー,Story_Main,,\N[1],だから次は、セラさんが僕のことを信じてくれませんか？,"Thế nên tiếp theo, Sera có thể tin tưởng tôi được không?"
CommonEvents,452,メインストーリー25-1,メインストーリー,Story_Main,セラ,\C[4]セラ,……っ。,...~!
CommonEvents,452,メインストーリー25-1,メインストーリー,Story_Main,セラ,\C[4]セラ,"あなたは本当に……。
どこまで私を惑わすつもりですか。",Anh thật là... Đến mức nào nữa anh mới chịu ngừng làm em mê muội đây.
CommonEvents,452,メインストーリー25-1,メインストーリー,Story_Main,セラ,\C[4]セラ,そんな……そんなことを言われてしまったら、もう……！,Nếu anh đã nói đến mức đó rồi thì em... không thể nhẫn nại được nữa rồi...!
CommonEvents,452,メインストーリー25-1,メインストーリー,Story_Main,,\N[1],セ、セラさん……？,S-Sera...?
CommonEvents,452,メインストーリー25-1,メインストーリー,Story_Main,セラ,\C[4]セラ,先ほどの言葉……。,Những lời vừa rồi của anh...
CommonEvents,452,メインストーリー25-1,メインストーリー,Story_Main,セラ,\C[4]セラ,本気のプロポーズと認識してよろしいでしょうか？,Em có thể hiểu đó là một lời cầu hôn nghiêm túc được chứ?
CommonEvents,452,メインストーリー25-1,メインストーリー,Story_Main,,\N[1],へ……？,Hả...?
CommonEvents,452,メインストーリー25-1,メインストーリー,Story_Main,セラ,\C[4]セラ,"もう我慢できません。
あなたを犯します。",Em không chịu đựng thêm được nữa rồi. Em sẽ cưỡng bức anh.
CommonEvents,452,メインストーリー25-1,メインストーリー,Story_Main,セラ,\C[4]セラ,"犯して犯して犯し尽くして、あなたがいかに弱く、
いかに私の治療が必要か、徹底的に教え込みます。","Em sẽ đè anh ra làm tình, làm tình thật nhiều cho đến khi anh nhận ra anh yếu ớt thế nào và cần sự trị liệu của em đến nhường nào mới chịu."
CommonEvents,452,メインストーリー25-1,メインストーリー,Story_Main,セラ,\C[4]セラ,絶対に、私から離れられないように……♡,Để anh tuyệt đối không thể nào rời xa em được nữa...♡
CommonEvents,452,メインストーリー25-1,メインストーリー,Story_Main,,\N[1],セラさん落ち着いて……！,Sera ơi bình tĩnh lại đi...!
CommonEvents,452,メインストーリー25-1,メインストーリー,Story_Main,,\N[1],"（やばい、全力で拘束されてる……！
逃げられない！）","(Nguy rồi, em ấy dùng toàn bộ sức mạnh trói chặt mình lại rồi...! Không trốn nổi rồi!)"
CommonEvents,452,メインストーリー25-1,メインストーリー,Story_Main,セラ,\C[4]セラ,最初からこうすれば良かったんです。,Giá mà ngay từ đầu em làm thế này thì tốt biết mấy.
CommonEvents,452,メインストーリー25-1,メインストーリー,Story_Main,セラ,\C[4]セラ,"あなたを盗られる心配なんてせずに、
私がいないとダメにしてしまえばいいだけのことでした……♡","Chẳng cần phải lo lắng anh bị cướp mất, chỉ cần biến anh thành kẻ không có em thì không sống nổi là xong...♡"
CommonEvents,452,メインストーリー25-1,メインストーリー,Story_Main,セラ,\C[4]セラ,"でも、私にメロメロになっても
治療は終わりません。",Dù anh có mê mệt em đi nữa thì trị liệu cũng không kết thúc đâu nhé.
CommonEvents,452,メインストーリー25-1,メインストーリー,Story_Main,セラ,\C[4]セラ,"なぜなら、「全力の私を倒す」という無理難題を
あなたに押し付けてあげるからです……♡","Bởi vì em sẽ giao cho anh một bài toán nan giải là ""Đánh bại em khi em dùng toàn lực"" mà...♡"
CommonEvents,452,メインストーリー25-1,メインストーリー,Story_Main,セラ,\C[4]セラ,"覚悟してくださいね。
私を本気にさせたあなたが悪いんですから……♡",Anh hãy chuẩn bị tinh thần đi nhé. Là tại anh làm cho em phải nghiêm túc đấy nhé...♡
CommonEvents,452,メインストーリー25-1,メインストーリー,Story_Main,セラ,\C[4]セラ,それでは……治療を開始します♡,Vậy thì... Trị liệu bắt đầu...♡
CommonEvents,453,メインストーリー25-2,メインストーリー,Story_Main,,,治療はいつもより一際長く続いた。,Buổi trị liệu kéo dài mãnh liệt hơn hẳn mọi khi.
CommonEvents,453,メインストーリー25-2,メインストーリー,Story_Main,,,僕は一滴残らず搾り取られたが……、,Tôi bị cô ấy vắt kiệt không còn tới một giọt tinh dịch nào...
CommonEvents,453,メインストーリー25-2,メインストーリー,Story_Main,,,きっと彼女はもう、どこへも行かないだろう。,"Nhưng tôi biết chắc chắn rằng, cô ấy sẽ không bao giờ bỏ đi đâu nữa."
CommonEvents,453,メインストーリー25-2,メインストーリー,Story_Main,,\N[1],"これとこれとこれと……あぁ、あとこれも治療で使えそうです。
まとめてお会計お願いします。","Cho tôi lấy cái này, cái này với cái này... À, thêm cái này để trị liệu nữa. Tính tiền chung giúp tôi nhé."
CommonEvents,453,メインストーリー25-2,メインストーリー,Story_Main,サキュバス,\N[5]サキュバス,……。,...
CommonEvents,453,メインストーリー25-2,メインストーリー,Story_Main,サキュバス,\N[5]サキュバス,"はぁ……本当、サキュバス騒がせな二人だこと。
私に泣きついたと思ったらもうこれですか。",Hà... Đúng là hai người làm rộn ràng cả tiệm Succubus này lên. Mới hôm nọ còn đến khóc lóc thở dài thế mà giờ đã thế này rồi sao.
CommonEvents,453,メインストーリー25-2,メインストーリー,Story_Main,サキュバス,\N[5]サキュバス,天使ちゃんとは仲直りしたってことでいいの？,Thế là anh trai hòa giải với cô em Thiên Sứ rồi đúng không?
CommonEvents,453,メインストーリー25-2,メインストーリー,Story_Main,,\N[1],"はい、もう大丈夫です。
すみません、心配をおかけして。","Vâng, ổn cả rồi. Xin lỗi cô vì làm cô lo lắng nhé."
CommonEvents,453,メインストーリー25-2,メインストーリー,Story_Main,サキュバス,\N[5]サキュバス,"本当だよ！
常連さんを一人失うところだったじゃん！",Thật luôn đấy! Làm tớ suýt nữa thì mất đi một khách hàng ruột!
CommonEvents,453,メインストーリー25-2,メインストーリー,Story_Main,サキュバス,\N[5]サキュバス,"まぁ、天使ちゃんは邪魔だから
別にいなくなってくれても良かったけどさ～。","Mà, cô em Thiên Sứ ngáng đường nên nếu biến mất luôn thì tốt cho tớ quá rồi còn gì~"
CommonEvents,453,メインストーリー25-2,メインストーリー,Story_Main,サキュバス,\N[5]サキュバス,"……なんて、冗談。
いなくなったら喧嘩する相手がいなくて張り合いないし。","...Nói đùa thế thôi. Chứ cô ta mà biến mất thì tớ chẳng có ai để cãi lộn cùng, chán chết."
CommonEvents,453,メインストーリー25-2,メインストーリー,Story_Main,サキュバス,\N[5]サキュバス,これからもたっぷりからかってあげよ～っと♡,Từ giờ tớ sẽ tiếp tục trêu chọc cô ta thật nhiều thật nhiều nà~♡
CommonEvents,453,メインストーリー25-2,メインストーリー,Story_Main,,\N[1],程々にお願いしますよ。,Trêu chọc vừa vừa thôi nhé.
CommonEvents,453,メインストーリー25-2,メインストーリー,Story_Main,サキュバス,\N[5]サキュバス,"考えといてあげる。
はい、こちらお品物です♪","Để tớ suy nghĩ đã nhé. Đây, sản phẩm của anh trai đây♪"
CommonEvents,453,メインストーリー25-2,メインストーリー,Story_Main,,\N[1],"ありがとうございます。
じゃあ、セラさんのところに行ってきます。",Cảm ơn cô nhé. Từ giờ lại nhờ cô chiếu cố.
CommonEvents,453,メインストーリー25-2,メインストーリー,Story_Main,サキュバス,\N[5]サキュバス,"はいはーい。
お買い上げありがとうございました～。",Dạ vâng~! Cảm ơn quý khách đã ủng hộ!
CommonEvents,453,メインストーリー25-2,メインストーリー,Story_Main,サキュバス,\N[5]サキュバス,"ふぅ……。
まったく、幸せそうな顔しちゃってさー。",Sau đó Main quay trở lại phòng khám.
CommonEvents,453,メインストーリー25-2,メインストーリー,Story_Main,サキュバス,\N[5]サキュバス,"お兄さん用にまた色々仕入れとかないと。
あ～忙しい忙しい♪","Sera ơi, tôi mua đồ về rồi nè--"
CommonEvents,453,メインストーリー25-2,メインストーリー,Story_Main,,,きっかけは些細な事でした。,"A, anh về rồi sao."
CommonEvents,453,メインストーリー25-2,メインストーリー,Story_Main,,,"これから自分が守っていかないといけない人間の世界を
少し覗き見しようと思って下界を見ていました。",Chào mừng anh quay trở lại.
CommonEvents,453,メインストーリー25-2,メインストーリー,Story_Main,,,初めて彼を見たのは、その時。,"Nhìn Sera mỉm cười dịu dàng chào đón, Main cảm thấy trái tim mình ấm áp vô cùng."
CommonEvents,453,メインストーリー25-2,メインストーリー,Story_Main,,,当時の彼は弱くて、あらゆるモンスターに苦戦していました。,"Vâng, tôi về rồi đây."
CommonEvents,453,メインストーリー25-2,メインストーリー,Story_Main,,,"こういう矮小な生き物を私は守らないといけないんだと、
使命感に溢れたのを覚えています。","Từ hôm nay trở đi, mối quan hệ của họ vẫn tiếp tục là y tá và bệnh nhân."
CommonEvents,453,メインストーリー25-2,メインストーリー,Story_Main,,,二度目に彼を見たのは、それから少し間を空けた後のこと。,Nhưng giữa họ đã có một sợi dây liên kết bền chặt không thể tách rời.
CommonEvents,453,メインストーリー25-2,メインストーリー,Story_Main,,,"彼は相変わらず弱かった。
でも、弱いモンスターなら倒せるようになっていました。","Sera sẽ tiếp tục là y tá riêng của Main,"
CommonEvents,453,メインストーリー25-2,メインストーリー,Story_Main,,,"彼を定期的に見守るようになったのは、
その時からだったと思います。",và Main sẽ mãi mãi là bệnh nhân duy nhất của Sera.
CommonEvents,453,メインストーリー25-2,メインストーリー,Story_Main,,,"少しずつ育っていくのを見るのが
なんとなく楽しかったんです。","Dù tương lai có nhiều thử thách phía trước,"
CommonEvents,453,メインストーリー25-2,メインストーリー,Story_Main,,,"彼はやがて、一般的な冒険者たちと
肩を並べる程度には強くなりました。","nhưng chỉ cần ở bên nhau, họ nhất định sẽ vượt qua tất cả."
CommonEvents,453,メインストーリー25-2,メインストーリー,Story_Main,,,でも、モンスター娘にはずっと弱いまま。,Câu chuyện trị liệu xuất tinh sớm đặc biệt này... vẫn sẽ còn tiếp tục mãi mãi.
CommonEvents,453,メインストーリー25-2,メインストーリー,Story_Main,,,"身体は強くなっても、色仕掛けをされると
すぐに勃起して力が抜けてしまう。",― KẾT THÚC CỐT TRUYỆN CHÍNH ―
CommonEvents,453,メインストーリー25-2,メインストーリー,Story_Main,,,私は……そんな彼を見て、可愛いと思ってしまいました。,Anh đã sẵn sàng cho bài trị liệu chưa?
CommonEvents,453,メインストーリー25-2,メインストーリー,Story_Main,,,"許されるなら彼を癒したいとも思ったし、
なんなら自分も彼をからかってみたいとも思いました。",Vâng! Tôi sẵn sàng rồi!
CommonEvents,453,メインストーリー25-2,メインストーリー,Story_Main,,,"私の希望配属先は、他の場所に特段興味がないこともあって
自然と彼のいる街になりました。",Tốt lắm. Vậy chúng ta bắt đầu thôi nào.
CommonEvents,453,メインストーリー25-2,メインストーリー,Story_Main,,,"理由は単純で、どうせ守るなら
少しでも愛着のある相手が良かったから。",Hôm nay em sẽ tiến hành trị liệu tập trung vào điểm yếu của anh.
CommonEvents,453,メインストーリー25-2,メインストーリー,Story_Main,,,"天使として一人前になれるよう修行している間も、
ずっと彼のことを見続けました。",Hãy kiềm chế thật tốt nhé.
CommonEvents,453,メインストーリー25-2,メインストーリー,Story_Main,,,"彼と一緒に成長しているような感覚でした。
……もちろん彼はずっとモンスター娘に弱いままだったけれど。","Nào, mau lại đây với em nào...♡"
CommonEvents,453,メインストーリー25-2,メインストーリー,Story_Main,,,でも、そんな彼のことが愛おしかった。,Chụtttt... chẹp chẹp...♡
CommonEvents,453,メインストーリー25-2,メインストーリー,Story_Main,,,"私はやがて……彼に会いたくなってしまった。
会って話してみたくなった。","Ưm... ah♡
Sướng lắm đúng không?♡"
CommonEvents,453,メインストーリー25-2,メインストーリー,Story_Main,,,"でも、私欲のために人間を利用することは禁止されている。
だから私は天使の世界の掟を勉強しました。",Bắn tinh dịch ra đi nào... ngoan lắm.
CommonEvents,453,メインストーリー25-2,メインストーリー,Story_Main,,,"掟を破らないように彼と接するにはどうすればいいか
調べ続けました。","Ưm... nuốt ực...♡
Cảm ơn anh vì buổi trị liệu tuyệt vời nhé...♡"
CommonEvents,453,メインストーリー25-2,メインストーリー,Story_Main,,,"そんな風に必死になっている自分を
ふとかえりみて……ようやく自覚したんです。",Hôm nay anh làm tốt lắm.
CommonEvents,453,メインストーリー25-2,メインストーリー,Story_Main,,,私は、彼に恋をしてしまったんだと。,Lần sau lại cố gắng tiếp nhé.
CommonEvents,453,メインストーリー25-2,メインストーリー,Story_Main,セラ,\C[4]セラ,"すみません、いらっしゃっていたのですね。
気づいていませんでした。",Vâng! Cảm ơn Sera nhiều!
CommonEvents,453,メインストーリー25-2,メインストーリー,Story_Main,,\N[1],"いえいえ。
忙しかったですか？",Chúc anh một ngày tốt lành.
CommonEvents,453,メインストーリー25-2,メインストーリー,Story_Main,セラ,\C[4]セラ,少し物思いにふけっていただけです。,Hẹn gặp lại anh lần sau.
CommonEvents,453,メインストーリー25-2,メインストーリー,Story_Main,セラ,\C[4]セラ,"……不思議ですね。
あなたがここへやってきてくれる日々がまだ続いている。",Chào anh.
CommonEvents,453,メインストーリー25-2,メインストーリー,Story_Main,セラ,\C[4]セラ,"私の想像していた未来では、もうとっくに
クリニックは閉院しているはずだったのですが。",Trị liệu kết thúc!
CommonEvents,453,メインストーリー25-2,メインストーリー,Story_Main,,\N[1],……もう、あんなこと言いだしませんよね？,Đã hồi phục hoàn toàn HP và MP!
CommonEvents,453,メインストーリー25-2,メインストーリー,Story_Main,セラ,\C[4]セラ,"失礼しました。
不安にさせてしまいましたね。",Đã giải trừ toàn bộ trạng thái bất thường!
CommonEvents,453,メインストーリー25-2,メインストーリー,Story_Main,セラ,\C[4]セラ,安心してください。,Khả năng chống chịu sự quyến rũ tăng lên!
CommonEvents,453,メインストーリー25-2,メインストーリー,Story_Main,セラ,\C[4]セラ,もう、あなたの前から消えたりなんかしません。,Tăng chỉ số phòng thủ trước Monster Girl!
CommonEvents,453,メインストーリー25-2,メインストーリー,Story_Main,セラ,\C[4]セラ,"私はここにいます。
私はあなた専属のナースなんですから。",Đã nhận được phần thưởng trị liệu!
CommonEvents,453,メインストーリー25-2,メインストーリー,Story_Main,セラ,\C[4]セラ,……ずっと、叶わぬ恋だと思っていました。,Cảm ơn anh đã sử dụng dịch vụ của phòng khám.
CommonEvents,453,メインストーリー25-2,メインストーリー,Story_Main,セラ,\C[4]セラ,"胸に秘めたまま、知られぬまま、
やがてこの気持ちが朽ちるのを待つしかないと思っていました。",Hẹn gặp lại anh lần sau.
CommonEvents,453,メインストーリー25-2,メインストーリー,Story_Main,セラ,\C[4]セラ,"でも……そんな思い込みは、
あなたに覆されてしまいましたね。",Chúc anh phiêu lưu may mắn.
CommonEvents,453,メインストーリー25-2,メインストーリー,Story_Main,セラ,\C[4]セラ,"……きっとこの未来は、私があなたに会いたいと
願った時点で確定していたのでしょう……。",Hãy cẩn thận với các Monster Girl nhé.
CommonEvents,453,メインストーリー25-2,メインストーリー,Story_Main,セラ,\C[4]セラ,"どんなことがあろうと、
あなたとなら乗り越えていけます。",Em sẽ luôn ở đây chờ anh quay về.
CommonEvents,453,メインストーリー25-2,メインストーリー,Story_Main,セラ,\C[4]セラ,だから……これからもずっと、よろしくお願いします。,Thế nên... Từ giờ trở đi cũng mong anh chiếu cố em thật nhiều nhé.
CommonEvents,455,メインストーリー1-1短縮版,メインストーリー,Story_Main,セラ,\C[4]セラ,ベッドへ腰かけ、脚を開き患部をこちらへ。,"Mời anh ngồi xuống giường, dang rộng hai chân và hướng phần nhạy cảm về phía em."
CommonEvents,455,メインストーリー1-1短縮版,メインストーリー,Story_Main,セラ,\C[4]セラ,それでは……治療を開始します。,Sau đây... Trị liệu bắt đầu.
CommonEvents,456,メインストーリー2-1短縮版,メインストーリー,Story_Main,セラ,\C[4]セラ,"新しい負け癖をおちんちんに刻まれる準備は
よろしいでしょうか。",Anh đã chuẩn bị tinh thần để thói quen hay thua trận mới được khắc sâu vào con cu chưa?
CommonEvents,457,メインストーリー3-1短縮版,メインストーリー,Story_Main,セラ,\C[4]セラ,"それではあなたの一番の弱点、
私に差し出していただいてよろしいでしょうか。","Vậy thì điểm yếu lớn nhất của anh, anh có thể dâng ra cho em được chứ?"
CommonEvents,457,メインストーリー3-1短縮版,メインストーリー,Story_Main,セラ,\C[4]セラ,あなたの亀頭さん、私が格好良くしてあげますからね。,"Quy đầu của anh, em sẽ làm cho nó trở nên thật bảnh bao nhé."
CommonEvents,458,メインストーリー4-1短縮版,メインストーリー,Story_Main,セラ,\C[4]セラ,"いいですか？
絶対に誘惑に負けてはいけませんよ？",Anh hiểu chưa? Tuyệt đối không được thua trước sự cám dỗ đâu đấy nhé?
CommonEvents,458,メインストーリー4-1短縮版,メインストーリー,Story_Main,セラ,\C[4]セラ,"さもないと、おちんちんが私に
とっても気持ちよく食べられてしまいますから……♡",Nếu không thì con cu của anh sẽ bị em xào nấu ăn thịt cực kỳ sung sướng đấy...♡
CommonEvents,459,メインストーリー5-1短縮版,メインストーリー,Story_Main,セラ,\C[4]セラ,"今だけは私もサキュバス気分で
あなたを誘惑してしまいましょう。",Chỉ riêng lúc này em sẽ đóng vai Succubus để quyến rũ anh nhé.
CommonEvents,459,メインストーリー5-1短縮版,メインストーリー,Story_Main,セラ,\C[4]セラ,"それでは始めましょうか。
可愛い冒険者さん……♡",Vậy chúng ta bắt đầu thôi nhỉ. Anh chàng mạo hiểm giả đáng yêu...♡
CommonEvents,461,メインストーリー7-1短縮版,メインストーリー,Story_Main,セラ,\C[4]セラ,"それでは初めて行きましょう。あなたの可愛いらしいマゾな心を、
ぜーんぶ丸裸にしてさしあげます。","Vậy chúng ta bắt đầu thôi nào. Trái tim M đáng yêu của anh, em sẽ phơi bày trần trụi hết cho xem."
CommonEvents,462,メインストーリー8-1短縮版,メインストーリー,Story_Main,セラ,\C[4]セラ,それでは……「おちんちんを差し出しなさい」。,"Vậy thì... ""Hãy dâng con cu ra đây""."
CommonEvents,462,メインストーリー8-1短縮版,メインストーリー,Story_Main,セラ,\C[4]セラ,"くす……腰を引くことができなくて恥ずかしいですね。
このまま治療を始めてしまいましょう。",Hì hì... Không thể lùi hông lại được nên thấy xấu hổ đúng không. Chúng ta bắt đầu trị liệu ngay thôi nào.
CommonEvents,463,メインストーリー9-1短縮版,メインストーリー,Story_Main,セラ,\C[4]セラ,"それでは旅のお兄さん。
私と一緒に楽しいひと時を過ごしましょうね。",Vậy thì anh mạo hiểm giả ơi. Hãy cùng em trải qua những giây phút tuyệt vời nhé.
CommonEvents,464,メインストーリー10-1短縮版,メインストーリー,Story_Main,セラ,\C[4]セラ,"さて、あなたに数字での責めも有効だと分かったところで、
さっそく始めていきましょうか。","Được rồi, biết được các con số đe dọa cũng có hiệu quả với anh, chúng ta bắt đầu ngay thôi nào."
CommonEvents,464,メインストーリー10-1短縮版,メインストーリー,Story_Main,セラ,\C[4]セラ,早めに「ゼロ♡」って言ってもらえるといいですね……♡,"Hi vọng anh sẽ sớm được nghe em nói ""Không♡"" nhé...♡"
CommonEvents,465,メインストーリー11-1短縮版,メインストーリー,Story_Main,セラ,\C[4]セラ,"さ、僕くん。
一緒にベッドの方に行こっか。","Nào, bé cưng của chị. Chúng ta cùng lên giường thôi nào."
CommonEvents,465,メインストーリー11-1短縮版,メインストーリー,Story_Main,セラ,\C[4]セラ,"治療は怖くないよ。
お姉さんと一緒に、悪ーい早漏の病気、治していこうねー。",Trị liệu không có gì đáng sợ đâu. Cùng chị chữa khỏi căn bệnh xuất tinh sớm xấu xa này nhé~
